RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
3445,25/04/2020 15:30,week 4,1,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Neither willing nor unwilling,Not at all,Frequently,Sometimes,Always,Rarely,Not at all,Sometimes,Frequently,Rarely,Rarely,Frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Frequently,Rarely,Sometimes,Frequently,7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.709024119,Female,53,Saxony-Anhalt,2,1,Full time employment,4, , , , 
3446,25/04/2020 15:31,week 4,3,0,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,Frequently,20,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,0.818794353,Male,68,Schleswig-Holstein,3,1,Full time employment,4, , , , 
3447,25/04/2020 15:36,week 4,3,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.055657391,Female,43,Baden-Wurttemberg,4,1,Other,8, , , , 
3448,25/04/2020 15:36,week 4,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Not at all,Always,Sometimes,Always,Sometimes,Not at all,Always,Always, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.139125653,Male,71,Thuringia,2,0,Retired,10, , , , 
3449,25/04/2020 15:39,week 4,1,5,3,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Sometimes, , ,Rarely,Always,Always,Always,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,0.872680596,Male,64,Berlin,2,0,Retired,8, , , , 
3450,25/04/2020 15:43,week 4,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Always,Frequently, , ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.66240271,Female,30,Saxony-Anhalt,1,0,Full time student,4, , , , 
3451,25/04/2020 15:51,week 4,2,0,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.029850136,Male,51,Lower Saxony,2,0,Full time employment,9, , , , 
3452,25/04/2020 15:53,week 4,0,1,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Not sure,Sometimes,Always,Always,Sometimes,Not at all,Always,Not at all,Not at all, , ,Rarely,Not at all,Not at all,Not at all,Not at all,Sometimes,Always,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.08421661,Female,66,North Rhine-Westphalia,1,0,Other,8, , , , 
3453,25/04/2020 15:56,week 4,2,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,7, , , , , , , , , , , , , ,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0.940096384,Female,47,Rheinland-Pfalz,3,1,Not working,7, , , , 
3454,25/04/2020 16:08,week 4,1,0,2,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Rarely,Always,Frequently,Sometimes, ,Sometimes,Rarely,Rarely,Sometimes,Frequently,Rarely,Sometimes,Frequently,Sometimes,Sometimes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.854335473,Male,41,Saxony,2,0,Full time employment,5, , , , 
3455,25/04/2020 16:11,week 4,1,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0.926928361,Female,52,North Rhine-Westphalia,2,0,Full time employment,8, , , , 
3456,25/04/2020 16:14,week 4,1,2,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Frequently,Always,Always,Always,Not at all, , ,Always,Always,Always,Frequently,Always,Frequently,Not at all,Always,Always,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.099619083,Female,63,Rheinland-Pfalz,2,0,Not working,6, , , , 
3457,25/04/2020 16:15,week 4,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Frequently,Rarely,Sometimes,Rarely,Rarely,Rarely,Not at all, , ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.986583212,Male,60,Lower Saxony,1,0,Other,5, , , , 
3458,25/04/2020 16:17,week 4,5,1,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Not at all,Frequently,Rarely,Always,Always,Sometimes,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.996346754,Male,42,North Rhine-Westphalia,6,4,Retired,4, , , , 
3459,25/04/2020 16:17,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Not at all,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Not at all,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.477902614,Male,32,Baden-Wurttemberg,1,0,Full time employment,7, , , , 
3460,25/04/2020 16:23,week 4,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Rarely,Frequently, ,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Not at all,Frequently,Sometimes,Sometimes,7,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.865978805,Female,28,North Rhine-Westphalia,2,0,Full time employment,0, , , , 
3461,25/04/2020 16:25,week 4,1,2,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Sometimes, ,No,Yes,Very easy,Very willing,Sometimes,Always,Always,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.099619083,Female,64,Rheinland-Pfalz,2,0,Not working,8, , , , 
3462,25/04/2020 16:25,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Rarely,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1.159574815,Female,59,Bavaria,1,0,Retired,3, , , , 
3463,25/04/2020 16:29,week 4,2,2,2,"No, I have not","No, they have not",No,No,No,No,Yes,No,Yes,Frequently,Yes,Yes,No,Neither easy nor difficult,Somewhat willing,Sometimes,Rarely,Rarely,Frequently,Sometimes,Sometimes,Always,Always,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Not at all,Always,2,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,__NA__,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,0.926168445,Female,29,Bavaria,2,2,Full time employment,8, , , , 
3464,25/04/2020 16:30,week 4,5,1,1,"No, I have not","No, they have not", , , , , , , , , , ,No,Somewhat easy,Neither willing nor unwilling,Sometimes,Rarely,Frequently,Frequently,Frequently,Always,Always,Sometimes,Rarely, ,Frequently,Sometimes,Always,Rarely,Sometimes,Sometimes,Always,Always,Rarely,Frequently,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,1.2981477,Male,29,Bavaria,1,0,Full time employment,5, , , , 
3465,25/04/2020 16:30,week 4,4,4,4,"Yes, and I tested negative","Yes, and they tested negative",Yes,Yes,No,Yes,No,No,Yes,Frequently,Yes,Yes,Yes,Very easy,Very willing,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.21378395,Male,30,North Rhine-Westphalia,4,2,Full time employment,5, , , , 
3466,25/04/2020 16:34,week 4,3,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.051401367,Female,61,Berlin,3,0,Not working,4, , , , 
3467,25/04/2020 16:35,week 4,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.14379337,Male,45,Baden-Wurttemberg,5,3,Full time employment,7, , , , 
3468,25/04/2020 16:36,week 4,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Always,7, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,1.100958763,Female,59,Hesse,1,0,Not working,5, , , , 
3469,25/04/2020 16:40,week 4,1,20,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Frequently,Frequently,Sometimes,Always,Sometimes,Always,Sometimes, , ,Frequently,Frequently,Always,Always,Frequently,Sometimes,Always,Not at all,Sometimes,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,0.899917793,Male,55,North Rhine-Westphalia,2,0,Not working,5, , , , 
3470,25/04/2020 16:42,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Always,Always,Frequently,Sometimes,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Rarely,6,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.991354286,Female,53,Bavaria,1,0,Full time employment,8, , , , 
3471,25/04/2020 16:51,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Frequently,Always,Sometimes,Always,Always, , ,Frequently,Always,Always,Always,Frequently,Sometimes,Not at all,Frequently,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.991354286,Female,51,Bavaria,1,0,Retired,5, , , , 
3472,25/04/2020 16:57,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Always,Always,Always,Rarely,Sometimes,Sometimes,Rarely,Sometimes, ,Always,Sometimes,Frequently,Always,Always,Rarely,Not at all,Rarely,Frequently,Sometimes,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.939383976,Male,47,North Rhine-Westphalia,1,0,Full time employment,5, , , , 
3473,25/04/2020 17:14,week 4,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0.899917793,Male,72,North Rhine-Westphalia,1,0,Retired,8, , , , 
3474,25/04/2020 17:14,week 4,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Always,Frequently, , ,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.807368604,Male,70,Mecklenburg-Vorpommern,2,0,Retired,9, , , , 
3475,25/04/2020 17:15,week 4,0,0,5,"No, I have not","No, they have not",No,No,No,Yes,Yes,No,No,Not at all,No,No,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.159574815,Female,73,Bavaria,1,0,Other,5, , , , 
3476,25/04/2020 17:17,week 4,0,0,0, , , , , , , , , , , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.21378395,Male,27,North Rhine-Westphalia,1,0,Unemployed,5, , , , 
3477,25/04/2020 17:19,week 4,3,15,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Sometimes,Not at all,Always, , ,Sometimes,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.899917793,Male,75,North Rhine-Westphalia,2,0,Retired,5, , , , 
3478,25/04/2020 17:19,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Always,Always,Frequently,Not at all,Always,Not at all,Not at all, ,Frequently,Frequently,Always,Always,Always,Not at all,Not at all,Frequently,Always,Sometimes,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,1.159574815,Female,61,Bavaria,1,0,Part time employment,5, , , , 
3479,25/04/2020 17:20,week 4,2,0,2,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Always,Rarely,Sometimes,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,12, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,0.986583212,Male,71,Lower Saxony,2,0,Retired,7, , , , 
3480,25/04/2020 17:20,week 4,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,Always, ,Frequently,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.065597587,Male,35,Bavaria,2,0,Full time employment,7, , , , 
3481,25/04/2020 17:20,week 4,6,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Frequently,Rarely,Always,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Sometimes,Always,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Warte,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.231717186,Male,53,Brandenburg,3,1,Full time employment,6, , , , 
3482,25/04/2020 17:21,week 4,1,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Not at all,Always,Not at all,Always,Rarely,Rarely,Always,Always,Sometimes, ,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.913814058,Male,66,Hesse,2,0,Full time employment,1, , , , 
3483,25/04/2020 17:21,week 4,4,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.095739369,Male,56,Baden-Wurttemberg,5,1,Full time employment,10, , , , 
3484,25/04/2020 17:21,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Not at all,Always,Sometimes,Not at all,Always,Always, ,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Not at all,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.2981477,Male,29,Bavaria,1,0,Full time employment,7, , , , 
3485,25/04/2020 17:23,week 4,1,2,1, , , , , , , , , , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,20,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,1.330675844,Male,32,Lower Saxony,2,0,Full time employment,5, , , , 
3486,25/04/2020 17:23,week 4,1,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Frequently,Sometimes,Always,Sometimes,Rarely,Frequently,Frequently, , ,Sometimes,Rarely,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Not at all,Frequently,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.839768816,Female,30,Berlin,2,0,Full time student,6, , , , 
3487,25/04/2020 17:24,week 4,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Sometimes,Always,Always,Not at all,Always,Not at all,Not at all, ,Always,Sometimes,Always,Always,Always,Not at all,Not at all,Not at all,Sometimes,Sometimes,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Öffentlicher Dienst,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.879077514,Male,33,Hamburg,1,0,Full time employment,7, , , , 
3488,25/04/2020 17:25,week 4,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Very willing,Not at all,Frequently,Rarely,Always,Frequently,Frequently,Always,Always,Not at all, ,Frequently,Rarely,Always,Always,Frequently,Not at all,Not at all,Frequently,Rarely,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Versicherung,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.865978805,Female,29,North Rhine-Westphalia,2,0,Full time employment,7, , , , 
3489,25/04/2020 17:25,week 4,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.991354286,Female,50,Bavaria,2,0,Part time employment,7, , , , 
3490,25/04/2020 17:25,week 4,2,2,2,"Yes, and I tested negative","Yes, and they tested negative",Yes,Yes,Yes,Yes,Yes,No,Yes,Frequently,Yes,Yes,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.010500941,Male,41,Rheinland-Pfalz,5,3,Full time employment,9, , , , 
