RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
3252,24/04/2020 20:27,week 4,1,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Rarely,Not at all,Always,Rarely,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.993787835,Female,41,South-East,1,0,Full time employment,5, , , , 
3253,24/04/2020 20:28,week 4,3,5,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Always,No,No,Yes,Very easy,Very willing,Sometimes,Always,Always,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.952149008,Female,31,Paris Area,4,2,Not working,7, , , , 
3254,24/04/2020 20:28,week 4,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.997660451,Female,70,South-West,2,0,Not working,7, , , , 
3255,24/04/2020 20:30,week 4,4,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0.936739991,Female,51,South-West,3,3,Full time employment,7, , , , 
3256,24/04/2020 20:30,week 4,2,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.957572317,Female,29,North-East,2,1,Full time employment,5, , , , 
3257,24/04/2020 20:30,week 4,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.96176506,Male,31,Paris Area,2,0,Full time employment,7, , , , 
3258,24/04/2020 20:31,week 4,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Not sure,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,0.997367918,Female,68,Paris Area,Prefer not to say,0,Retired,7, , , , 
3259,24/04/2020 20:31,week 4,1,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.013397696,Male,62,South-West,2,0,Retired,3, , , , 
3260,24/04/2020 20:33,week 4,4,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,30,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.940581949,Female,48,South-East,5,2,Full time employment,7, , , , 
3261,24/04/2020 20:34,week 4,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat unwilling,Sometimes,Always,Always,Always,Frequently,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.942589199,Male,31,North-East,1,0,Unemployed,5, , , , 
3262,24/04/2020 20:35,week 4,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.022104602,Male,63,North-West,2,0,Retired,8, , , , 
3263,24/04/2020 20:36,week 4,10,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Sometimes,Not at all,Always,Always,Sometimes,Always,Always, , ,Always,Not at all,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always,6, , , , , , , , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0.917793891,Female,54,North-East,2,0,Other,4, , , , 
3264,24/04/2020 20:39,week 4,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.006232145,Female,61,North-West,2,0,Retired,7, , , , 
3265,24/04/2020 20:41,week 4,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Frequently,Always,Not at all,Rarely,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.950096182,Female,46,North-West,4,1,Part time employment,7, , , , 
3266,24/04/2020 20:41,week 4,3,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Sometimes,Always,Always,Always,Always,Always, ,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Frequently,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.0799786,Female,21,South-East,4,1,Full time student,8, , , , 
3267,24/04/2020 20:42,week 4,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Not sure,Not sure,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.013978357,Male,42,North-West,4,2,Full time employment,7, , , , 
3268,24/04/2020 20:42,week 4,2,1,1,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Frequently,Always,Sometimes,Frequently,Frequently,Sometimes,Sometimes, ,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.917793891,Female,46,North-East,1,1,Unemployed,5, , , , 
3269,24/04/2020 20:43,week 4,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Rarely,Always,Not at all,Not at all,Always,Not at all,Frequently,Always,Always,Sometimes,Rarely,Not at all,Frequently,Always,Not at all,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.95524469,Female,28,North-West,2,1,Full time employment,7, , , , 
3270,24/04/2020 20:45,week 4,0,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Rarely,Always,Always,Frequently,Frequently,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Not at all,Frequently,Sometimes,13, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.952411264,Female,49,North-East,4,2,Retired,5, , , , 
3271,24/04/2020 20:48,week 4,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Not at all,Always,Always,Always, ,Not at all,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Frequently,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.001752269,Female,64,South-East,1,1,Retired,6, , , , 
3272,24/04/2020 20:48,week 4,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.003840259,Female,44,North-West,4,1,Part time employment,9, , , , 
3273,24/04/2020 20:51,week 4,4,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Always,Sometimes,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,15,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.000664469,Female,39,North-East,5,1,Part time employment,4, , , , 
3274,24/04/2020 20:52,week 4,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.013100549,Male,68,Paris Area,2,0,Retired,8, , , , 
3275,24/04/2020 20:52,week 4,4,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.029506365,Female,56,South-West,4,1,Full time employment,4, , , , 
3276,24/04/2020 20:55,week 4,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Rarely,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Always,Always,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.989438342,Female,38,Paris Area,4,4,Part time employment,10, , , , 
3277,24/04/2020 21:02,week 4,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Always,Frequently,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.000664469,Female,42,North-East,3,1,Part time employment,8, , , , 
3278,24/04/2020 21:06,week 4,3,30,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very willing,Always,Always,Not at all,Always,Not at all,Frequently,Always,Not at all, ,Sometimes,Always,Frequently,Frequently,Frequently,Not at all,Rarely,Not at all,Not at all,Always,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.917793891,Female,47,North-East,4,3,Not working,4, , , , 
3279,24/04/2020 21:06,week 4,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Not at all,Rarely,Not at all,Frequently,Always,Not at all,Always,Always,Always,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.950096182,Female,49,North-West,3,1,Full time employment,5, , , , 
3280,24/04/2020 21:13,week 4,2,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Sometimes,Sometimes,Rarely,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Sometimes,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.029506365,Female,62,South-West,2,0,Other,6, , , , 
3281,24/04/2020 21:13,week 4,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.006286299,Female,41,North-East,3,3,Part time employment,6, , , , 
3282,24/04/2020 21:16,week 4,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Sometimes,Rarely,Not at all,Always,Always,Always, ,Rarely,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.950991816,Female,25,South-East,7,1,Full time student,10, , , , 
3283,24/04/2020 21:19,week 4,3,6,1,"No, I have not", ,No,No,No,No,Yes,No,Not sure,Sometimes,No,No,Not sure,Very easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Rarely,Always,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0.963046808,Female,38,South-East,4,3,Part time employment,5, , , , 
3284,24/04/2020 21:23,week 4,3,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Rarely,Always,Frequently,Rarely,Frequently,Sometimes,Always,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,sur site industriel,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.057300832,Male,55,North-East,4,4,Full time employment,9, , , , 
3285,24/04/2020 21:26,week 4,3,1,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Not at all,No,No,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, ,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Not at all,Always,Frequently,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.952428278,Female,34,South-West,4,2,Other,7, , , , 
3286,24/04/2020 21:29,week 4,2,12,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Crèche,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.000664469,Female,38,North-East,2,2,Full time employment,5, , , , 
3287,24/04/2020 21:30,week 4,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Frequently,Always,Always,Frequently,Sometimes,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Menage,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.033728797,Female,56,South-East,2,0,Part time employment,5, , , , 
3288,24/04/2020 21:31,week 4,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.008684014,Female,67,North-East,1,2,Retired,7, , , , 
3289,24/04/2020 21:32,week 4,0,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Always, ,Always,Rarely,Frequently,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.006286299,Female,37,North-East,1,0,Full time employment,7, , , , 
3290,24/04/2020 21:32,week 4,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.001752269,Female,70,South-East,2,0,Retired,8, , , , 
3291,24/04/2020 21:35,week 4,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently, ,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03647352,Female,24,South-West,3,1,Not working,4, , , , 
3292,24/04/2020 21:36,week 4,1,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.000664469,Female,43,North-East,1,2,Full time employment,7, , , , 
3293,24/04/2020 21:44,week 4,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.993787835,Female,44,South-East,4,2,Full time employment,5, , , , 
3294,24/04/2020 21:45,week 4,3,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Not at all,Rarely,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0.947090418,Female,51,North-East,3,1,Full time employment,7, , , , 
3295,24/04/2020 21:45,week 4,1,10,2,"No, I have not","No, they have not",No,No,Yes,Yes,No,No,Not sure,Sometimes,No,No,No,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Frequently,Frequently,Always,Not at all, ,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Rarely,Always,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,1.051312701,Male,55,Paris Area,2,0,Full time employment,5, , , , 
3296,24/04/2020 21:45,week 4,3,20,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Sometimes,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.051621056,Male,58,South-West,4,2,Full time employment,7, , , , 
