RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,i12_health_21_ph,i12_health_22_ph,i12_health_23_ph,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
2156,14/05/2020 00:18,week 3,20,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always, , ,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.689072848,Female,23,Zamboanga Peninsula,3,0,Part time employment,5,Several days,Several days,Not at all,More than half the days,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2157,14/05/2020 00:20,week 3,3,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.53053745,Male,38,Central Luzon,4,1,Full time employment,9,Not at all,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2158,14/05/2020 00:20,week 3,4,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Rarely,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.505839127,Male,20,Central Luzon,8 or more,Prefer not to say,Other,3,Several days,Several days,Several days,Several days,Always,Always,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2159,14/05/2020 00:20,week 3,4,3,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.578515643,Female,50,Calabarzon,4,1,Full time employment,8,Several days,Several days,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2160,14/05/2020 00:21,week 3,6,5,2, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Always,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.142979412,Male,34,National Capital Region (NCR),6,5 or more,Full time employment,8,Not at all,Not at all,Not at all,Several days,Always,Always,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2161,14/05/2020 00:22,week 3,5,3,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.780464314,Female,40,National Capital Region (NCR),3,1,Retired,5,Several days,Several days,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2162,14/05/2020 00:22,week 3,0,0,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Always,Always,Not at all,Sometimes,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.202105869,Male,20,Central Visayas,5,0,Not working,7,Not at all,Not at all,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2163,14/05/2020 00:23,week 3,3,2,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Sometimes,Rarely,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.681416917,Female,28,National Capital Region (NCR),3,0,Retired,3,Several days,Several days,Several days,Several days,Always,Always,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2164,14/05/2020 00:25,week 3,4,8,2, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Always,Always,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Rarely,Frequently,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.282059588,Female,25,Davao Region,5,2,Full time employment,4,Nearly every day,More than half the days,Several days,Several days,Frequently,Frequently,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2165,14/05/2020 00:28,week 3,3,0,0, , , ,No,Somewhat difficult,Somewhat unwilling,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes, ,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.564576347,Male,69,National Capital Region (NCR),4,0,Part time employment,7,Several days,Several days,Several days,Several days,Sometimes,Sometimes,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2166,14/05/2020 00:29,week 3,2,3,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.505839127,Male,21,Calabarzon,6,1,Part time employment,6,Not at all,Not at all,Not at all,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2167,14/05/2020 00:29,week 3,3,5,1, , , ,Yes,Very difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Frequently,Always,Always,Sometimes,Always,Sometimes,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.53053745,Male,44,Calabarzon,7,2,Full time employment,7,Several days,Several days,Several days,Nearly every day,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2168,14/05/2020 00:29,week 3,3,20,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Rarely,Always,Always,Not at all, ,Always,Sometimes,Always,Always,Rarely,Sometimes,Always,Always,Always,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.681416917,Female,25,Calabarzon,3,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2169,14/05/2020 00:31,week 3,3,10,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Rarely,Sometimes,Frequently,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.393258485,Male,53,Calabarzon,4,2,Full time employment,7,Several days,Several days,Several days,Several days,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2170,14/05/2020 00:31,week 3,7,0,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Rarely,Sometimes,Sometimes,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,banking,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.780464314,Female,38,National Capital Region (NCR),8 or more,2,Full time employment,5,Not at all,Not at all,Several days,Several days,Sometimes,Sometimes,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2171,14/05/2020 00:33,week 3,9,0,1,No,Not at all,No,No,Somewhat difficult,Neither willing nor unwilling,Rarely,Frequently,Not at all,Always,Frequently,Frequently,Always,Always, , ,Sometimes,Always,Always,Always,Always,Frequently,Rarely,Not at all,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,1.282059588,Female,26,Davao Region,8 or more,0,Retired,6,Nearly every day,Several days,Several days,More than half the days,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2172,14/05/2020 00:34,week 3,3,0,0, , , ,Yes,Not sure,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.780464314,Female,36,National Capital Region (NCR),4,2,Full time employment,8,Several days,Several days,Several days,Several days,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2173,14/05/2020 00:34,week 3,8,1,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.595094379,Female,35,Northern Mindanao,8 or more,1,Full time employment,6,Not at all,Nearly every day,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2174,14/05/2020 00:34,week 3,4,4,1, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Sometimes,Always,Sometimes,Rarely,Not at all,Not at all,Always,Sometimes,Not at all,Frequently,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.423526106,Male,44,Western Visayas,4,1,Part time employment,4,Not at all,Not at all,Not at all,Not at all,Sometimes,Frequently,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2175,14/05/2020 00:35,week 3,4,10,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.780464314,Female,38,National Capital Region (NCR),4,2,Full time employment,5,Not at all,Not at all,Not at all,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2176,14/05/2020 00:36,week 3,5,0,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Rarely, ,Always,Always,Sometimes,Always,Rarely,Rarely,Not at all,Rarely,Sometimes,Always,30,No,No,No,No,No,No,No,No,No,No,Yes,No,No,opisina/solo sa sariling kwartong opisina,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.578515643,Female,50,Bicol Region,3,0,Full time employment,10,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2177,14/05/2020 00:36,week 3,3,0,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.578515643,Female,47,Calabarzon,4,0,Not working,5,Several days,Several days,Not at all,Not at all,Always,Always,Sometimes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2178,14/05/2020 00:36,week 3,8,9,2,Not sure,Not at all,No,No,Somewhat easy,Very willing,Always,Frequently,Not at all,Frequently,Always,Frequently,Always,Frequently,Always, ,Sometimes,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Not at all,Sometimes,2,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.423526106,Male,41,Central Visayas,1,0,Full time employment,4,Not at all,Not at all,Not at all,Not at all,Frequently,Always,Rarely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2179,14/05/2020 00:36,week 3,10,2,1, , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Frequently,20,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.142979412,Male,27,Central Luzon,8 or more,5 or more,Full time employment,5,Not at all,Several days,Several days,Not at all,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2180,14/05/2020 00:37,week 3,8,5,0, , , ,Not sure,Very difficult,Not sure,Always,Rarely,Always,Always,Rarely,Always,Frequently,Always, ,Sometimes,Always,Always,Always,Frequently,Not at all,Always,Rarely,Always,Not at all,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,1.282059588,Female,27,Davao Region,8 or more,2,Retired,9,Nearly every day,More than half the days,Prefer not to say,Several days,Rarely,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2181,14/05/2020 00:37,week 3,5,10,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.342268976,Female,29,Western Visayas,8 or more,0,Full time employment,5,Not at all,Not at all,Not at all,Several days,Always,Always,Frequently, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2182,14/05/2020 00:40,week 3,8,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Always,Always,Always,Rarely,Always,Always,Not at all,Frequently,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,9,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Opisina,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.393258485,Male,45,Central Luzon,8 or more,1,Full time employment,7,Not at all,Not at all,Not at all,Not at all,Frequently,Always,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2183,14/05/2020 00:40,week 3,3,2,0,Yes,Always,No,Yes,Very difficult,Neither willing nor unwilling,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.912436285,Male,31,Eastern Visayas,4,3,Part time employment,1,Nearly every day,Nearly every day,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2184,14/05/2020 00:42,week 3,4,2,0, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Always,Always,100,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Travel,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.578515643,Female,50,National Capital Region (NCR),3,0,Full time employment,6,Not at all,Several days,Several days,Several days,Always,Always,Always, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
