RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,household_children,weight,gender,age,city,household_size,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
3128,24/04/2020 23:31,week 4,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.865487698,Female,31,Datong,3,Yes,No,No,No,No,No,No,7, , , , 
3129,24/04/2020 23:47,week 4,3,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.951691407,Female,30,Suqian,4,Yes,No,No,No,No,No,No,5, , , , 
3130,24/04/2020 23:26,week 4,2,1,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Always,Always, ,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,0.892310966,Male,35,Shanghai,Don't know,Yes,No,No,No,No,No,No,5, , , , 
3131,24/04/2020 23:50,week 4,4,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Rarely,Frequently,Always,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.97393583,Male,38,Zhangjiakou,3,Yes,Yes,No,No,No,No,No,5, , , , 
3132,25/04/2020 00:07,week 4,5,50,1,"Yes, and I tested negative",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Always,Always,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.040628244,Male,36,Shenyang,7,Yes,No,No,No,No,No,No,4, , , , 
3133,25/04/2020 00:08,week 4,1,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.939647481,Male,28,Zibo,2,Yes,No,No,No,No,No,No,5, , , , 
3134,25/04/2020 00:09,week 4,5,19,0,"Yes, and I have not received my results from the test yet","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Rarely, ,Sometimes,Sometimes,Rarely,Sometimes,Always,Frequently,Always,Always,Frequently,Sometimes,Sometimes,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.869949548,Female,19,Shaoyang,6,No,No,No,Yes,No,No,No,4, , , , 
3135,25/04/2020 00:12,week 4,5,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Rarely,Rarely,Always,Always,Sometimes,Always,Rarely,Not at all, ,Rarely,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Rarely,Sometimes,Frequently,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,1.016860585,Female,26,Nanjing,5,Yes,No,No,No,No,No,No,9, , , , 
3136,25/04/2020 00:13,week 4,3,2,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Frequently,No,No,No,Somewhat easy,Somewhat willing,Frequently,Sometimes,Sometimes,Always,Always,Frequently,Frequently,Rarely, , ,Sometimes,Frequently,Frequently,Frequently,Rarely,Rarely,Frequently,Rarely,Not at all,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.922611081,Male,21,Nanchang,5,No,No,Yes,No,No,No,No,6, , , , 
3137,25/04/2020 00:13,week 4,2,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Sometimes,Always,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Always,Frequently,Always,4,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.040507286,Female,33,Shenzhen,5,Yes,No,No,No,No,No,No,7, , , , 
3138,25/04/2020 00:13,week 4,2,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very willing,Always,Rarely,Sometimes,Always,Not at all,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes,Frequently,Always,Always,Frequently,Not at all,Not at all,Rarely,Always,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.133206615,Male,28,Dongguan,3,Yes,No,No,No,No,No,No,5, , , , 
3139,25/04/2020 00:13,week 4,1,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Frequently,Always,Always,Always,Always,Not at all,Not at all,Always,Always,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0,1.025632542,Male,52,Daqing,3,Yes,No,No,No,No,No,No,5, , , , 
3140,25/04/2020 00:14,week 4,4,200,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Always,Not at all,Sometimes,Always,Not at all,Not at all,Not at all,Not at all,Sometimes,Always,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.958498758,Female,35,Chongqing,3,Yes,No,No,No,No,No,No,6, , , , 
3141,25/04/2020 00:15,week 4,3,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Not at all,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.944491647,Male,20,Hengshui,4,No,No,Yes,No,No,No,No,5, , , , 
3142,25/04/2020 00:17,week 4,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Not at all,Sometimes,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.18335529,Female,37,Dongguan,4,No,Yes,No,No,No,No,No,6, , , , 
3143,25/04/2020 00:17,week 4,0,100,0, ,Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.217047516,Male,24,Nanning,6,No,No,No,No,No,No,Yes,6, , , , 
3144,25/04/2020 00:19,week 4,2,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Rarely,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,1.009376067,Female,51,Wuhan,3,No,Yes,No,No,No,No,No,7, , , , 
3145,25/04/2020 00:20,week 4,3,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.859053542,Male,28,Linfen,3,Yes,No,No,No,No,No,No,3, , , , 
3146,25/04/2020 00:21,week 4,2,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Always,Always,Always,Not at all,Sometimes,Not at all,Not at all,Not at all,Rarely,Rarely,Sometimes,Always,Frequently,Rarely,Not at all,Rarely,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.958498758,Female,37,Chengdu,3,Yes,No,No,No,No,No,No,5, , , , 
3147,25/04/2020 00:22,week 4,0,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Not at all,Sometimes,Not at all,Sometimes, ,Not at all,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.863482222,Male,24,Sanmenxia,4,No,No,Yes,No,No,No,No,5, , , , 
3148,25/04/2020 00:24,week 4,3,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.929521271,Female,20,Taiyuan,5,No,No,Yes,No,No,No,No,3, , , , 
3149,25/04/2020 00:25,week 4,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.254988529,Male,36,Fuzhou -  Fujian,4,Yes,No,No,No,No,No,No,6, , , , 
3150,25/04/2020 00:26,week 4,4,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Always,Sometimes,Always,Always,Rarely,Rarely,Not at all,Frequently,Frequently,Sometimes,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.958498758,Female,37,Chongqing,5,Yes,No,No,No,No,No,No,8, , , , 
3151,25/04/2020 00:26,week 4,3,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.141694127,Female,26,Dongguan,4,Yes,No,No,No,No,No,No,6, , , , 
3152,25/04/2020 00:28,week 4,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.048422361,Female,35,Jinan,1,Yes,No,No,No,No,No,No,5, , , , 
3153,25/04/2020 00:28,week 4,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Rarely,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.032772011,Male,25,Shenzhen,6,Yes,No,No,No,No,No,No,3, , , , 
3154,25/04/2020 00:28,week 4,3,10,3,"Yes, and I have not received my results from the test yet","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Sometimes,Frequently,Frequently,Always,Always,Always,Frequently,Sometimes, ,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Rarely,Frequently,Frequently,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,1.040507286,Female,30,Guangzhou,4,Yes,No,No,No,No,No,No,3, , , , 
3155,25/04/2020 00:29,week 4,2,6,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,0.82301049,Male,29,Yulin -  Shaanxi,3,Yes,No,No,No,No,No,No,5, , , , 
3156,25/04/2020 00:29,week 4,0,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Not at all,Frequently,Always,Always,Frequently,Rarely,Sometimes,Frequently, ,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Not at all,Not at all,Not at all,Rarely,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.922611081,Male,23,Chengdu,3,Yes,No,No,No,No,No,No,6, , , , 
3157,25/04/2020 00:32,week 4,3,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always, , ,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.827253357,Male,20,Wulanchabu,3,No,No,Yes,No,No,No,No,6, , , , 
3158,25/04/2020 00:33,week 4,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat unwilling,Always,Sometimes,Sometimes,Always,Sometimes,Frequently,Frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.897069908,Female,38,Shiyan,3,Yes,No,No,No,No,No,No,2, , , , 
3159,25/04/2020 00:34,week 4,2,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.946685271,Female,30,Weifang,4,Yes,No,No,No,No,No,No,5, , , , 
3160,25/04/2020 00:35,week 4,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,9,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.003991925,Male,27,Shijiazhuang,3,Yes,No,No,No,No,No,No,2, , , , 
3161,24/04/2020 23:57,week 4,5,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Very willing,Frequently,Rarely,Sometimes,Sometimes,Always,Frequently,Sometimes,Always,Frequently,Always,Rarely,Sometimes,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Rarely,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1.174558063,Male,36,Laibin,5,Yes,No,No,No,No,No,No,5, , , , 
3162,25/04/2020 00:14,week 4,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.890521625,Female,21,Xian,4,No,No,Yes,No,No,No,No,7, , , , 
3163,25/04/2020 00:04,week 4,3,8,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.979086069,Male,38,Wuxi,3,Yes,No,No,No,No,No,No,6, , , , 
3164,25/04/2020 00:12,week 4,4,20,1,"No, I have not","No, they have not", , , , , , , , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Always,Always,Rarely,Not at all,Not at all,Frequently,Always,Always,Not at all,Frequently,Sometimes,Rarely,Frequently,Sometimes,Always,Not at all,Frequently,Always,Sometimes,3,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2,0.979086069,Male,38,Changzhou,4,Yes,No,No,No,No,No,No,7, , , , 
3165,25/04/2020 00:08,week 4,3,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.865487698,Female,25,Chuzhou,4,Yes,No,No,No,No,No,No,4, , , , 
3166,25/04/2020 00:05,week 4,2,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.01672629,Female,21,Changchun,3,No,No,Yes,No,No,No,No,5, , , , 
3167,25/04/2020 00:14,week 4,3,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Sometimes,Sometimes,Frequently,Always,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Always,Always,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.939647481,Male,31,Qiqihar,4,Yes,No,No,No,No,No,No,5, , , , 
3168,25/04/2020 00:18,week 4,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.890521625,Female,21,Xian,4,No,No,Yes,No,No,No,No,8, , , , 
3169,25/04/2020 00:09,week 4,1,35,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Not at all, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Don't know,0.917879137,Male,29,Chongqing,Prefer not to say,Yes,No,No,No,No,No,No,8, , , , 
3170,25/04/2020 00:18,week 4,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.946685271,Female,29,Weifang,3,No,No,No,No,No,Yes,No,1, , , , 
3171,25/04/2020 00:23,week 4,3,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Frequently,Frequently,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Frequently,Frequently,Frequently,Always,Sometimes,Not at all,Frequently,Always,Always,2,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.862781807,Female,31,Beijing,4,Yes,No,No,No,No,No,No,7, , , , 
3172,25/04/2020 00:09,week 4,0,6,2,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Rarely, ,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Sometimes,Always,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.226162981,Female,23,Fuzhou -  Fujian,3,Yes,No,No,No,No,No,No,7, , , , 
3173,25/04/2020 00:23,week 4,4,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes,Not at all,Sometimes,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,6,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.070458535,Male,39,Shenzhen,5,Yes,No,No,No,No,No,No,6, , , , 
3174,25/04/2020 00:10,week 4,3,8,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Rarely,Not at all,Sometimes,Always,Frequently,Always,Frequently, ,Always,Sometimes,Sometimes,Sometimes,Not at all,Always,Frequently,Rarely,Not at all,Sometimes,Rarely,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.009167805,Male,20,Jinan,4,No,No,Yes,No,No,No,No,3, , , , 
3175,25/04/2020 00:12,week 4,2,7,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.958498758,Female,35,Wuhan,3,Yes,No,No,No,No,No,No,7, , , , 
